snapped_at,price,market_cap,total_volume
2022-01-01 00:00:00 UTC,0.9985822067753996,78396945715.20705,49196717111
2022-01-02 00:00:00 UTC,1.0056235944782979,78778422990.22394,38101900235
2022-01-03 00:00:00 UTC,1.0004834410206112,78481342990.46407,35584063769.97802
2022-01-04 00:00:00 UTC,1.0009629642368902,78388221317.46565,49571178475.13844
2022-01-05 00:00:00 UTC,0.998683448,78502373120.63478,52215823893.78333
2022-01-06 00:00:00 UTC,1.0030243967228383,78772213379.47408,66142943858.51873
2022-01-07 00:00:00 UTC,1.0011714415556676,78639572254.37476,61506467926
2022-01-08 00:00:00 UTC,1.0020948041790443,78498478179.95493,76248643217.62045
2022-01-09 00:00:00 UTC,0.9976930894854255,78296609765.25183,54020042907.91013
2022-01-10 00:00:00 UTC,0.9994756681661351,78054241928.21689,43865832492.319725
2022-01-11 00:00:00 UTC,1.0010964178053856,78481657326.50516,61684214451
2022-01-12 00:00:00 UTC,1.0004184134103478,78555065237.06415,62955340038.965225
2022-01-13 00:00:00 UTC,1.0009724442124854,78482021769.54866,51924932037.69593
2022-01-14 00:00:00 UTC,0.9994785132702563,78355483482.74783,51257929068.77951
2022-01-15 00:00:00 UTC,1.0008938665523355,78464443412.05641,50376244119.025055
2022-01-16 00:00:00 UTC,0.9997643619664417,78324639022.77094,36607366340.40375
2022-01-17 00:00:00 UTC,1.0003035122847985,78423364533,37225946173.96483
2022-01-18 00:00:00 UTC,1.0021094070453456,78444685550,45484203025.236595
2022-01-19 00:00:00 UTC,1.0000219739771505,78383467334.16917,46772567826.102325
2022-01-20 00:00:00 UTC,0.9989611725064559,78380618748,44980654361.771034
2022-01-21 00:00:00 UTC,1.0000747517865742,78282598757,46245235378.69177
2022-01-22 00:00:00 UTC,0.9992637307756992,78144826788.17023,79895239034.54547
2022-01-23 00:00:00 UTC,1.002512029618617,78448336904.83098,85185402829.27399
2022-01-24 00:00:00 UTC,0.9999797822943525,78310182894.22586,56471809484.07798
2022-01-25 00:00:00 UTC,1.0052319388050988,78669518055.59192,80137055338.21915
2022-01-26 00:00:00 UTC,1.0014279659130063,78269272661.22821,53644306754.64893
2022-01-27 00:00:00 UTC,1.0016301524158788,78752828371.71567,60759985595.43315
2022-01-28 00:00:00 UTC,1.007037931893717,78718773465.92612,50779345547.06622
2022-01-29 00:00:00 UTC,1.0018345700748814,78249351192.82198,45928958736.335396
2022-01-30 00:00:00 UTC,1.0031558349203331,78366901630.80772,34858716523.786575
2022-01-31 00:00:00 UTC,1.0018702555740038,78198382292.98561,30309259657.797886
2022-02-01 00:00:00 UTC,1.001617418626529,78062781790.12593,37880065303.479805
2022-02-02 00:00:00 UTC,1.001444586769309,78016936424.95024,36738926224.11053
2022-02-03 00:00:00 UTC,1.0019361690616142,78038075903.61313,38064751930.15537
2022-02-04 00:00:00 UTC,1.001402212894569,78064010106,36776101831.00063
2022-02-05 00:00:00 UTC,1.005529502788197,78063205577.46619,50685760562.36626
2022-02-06 00:00:00 UTC,1.000455591385744,78062854577.88782,43588245322.142845
2022-02-07 00:00:00 UTC,1.0003523320463825,78163472783.75064,33266025688
2022-02-08 00:00:00 UTC,1.0012987622509235,78096593702,54365206254.77577
2022-02-09 00:00:00 UTC,1.0014548302040605,78040221424.51448,60947743992.19939
2022-02-10 00:00:00 UTC,1.001174307069499,78012911279.40565,46432189640.58866
2022-02-11 00:00:00 UTC,1.0016565674778903,78515301961.99727,59989477769.37027
2022-02-12 00:00:00 UTC,1.0020449626089414,78510632875.05116,51966812957.19449
2022-02-13 00:00:00 UTC,1.0020008637493076,78531121017.32762,39233603347.596634
2022-02-14 00:00:00 UTC,1.0011599948503922,78636273860,31004587960.23733
2022-02-15 00:00:00 UTC,1.001155966630674,78558940144.38037,38881809504.44803
2022-02-16 00:00:00 UTC,0.9995509977044794,78623518666.25392,42565819142.54067
2022-02-17 00:00:00 UTC,1.000756655397037,78732790424.18773,38282719860.16241
2022-02-18 00:00:00 UTC,1.0010632835643904,78772769798,46341543317.71934
2022-02-19 00:00:00 UTC,1.0004173027164918,78727591077.37378,40751384129.85855
2022-02-20 00:00:00 UTC,1.002343955585375,79138436958.11234,28774290103.614235
2022-02-21 00:00:00 UTC,1.0010460394543115,79163080614.69766,34349093215.632732
2022-02-22 00:00:00 UTC,1.0019240318204419,79390647858.42392,51529444154.03208
2022-02-23 00:00:00 UTC,0.9995265690819911,79377609210.60992,46543371876.529366
2022-02-24 00:00:00 UTC,1.0019596616808664,79629945704.38928,42296974020.448364
2022-02-25 00:00:00 UTC,1.0011559240873227,79631571239.38417,82085176750.29387
2022-02-26 00:00:00 UTC,1.0024861622616956,79474403712.63367,51572337442.00359
2022-02-27 00:00:00 UTC,1.002471502929657,79679402405.45334,36450975757.51074
2022-02-28 00:00:00 UTC,1.0025360426190741,79854422104.08676,43608439456.52026
2022-03-01 00:00:00 UTC,1.0001039995893672,79537958059.76778,58228899349.40055
2022-03-02 00:00:00 UTC,0.9993903527468111,79425591343.52524,59260916136.981316
2022-03-03 00:00:00 UTC,1.0012250061922392,79854759317,54698413126.26298
2022-03-04 00:00:00 UTC,1.0009026478001057,79609484426.04549,48949394776.17179
2022-03-05 00:00:00 UTC,1.0015430892703179,79843809462.27557,55857406539.94197
2022-03-06 00:00:00 UTC,1.001638339980918,79862020237.87378,40346648679.51757
2022-03-07 00:00:00 UTC,1.0009572741070856,80091190392.11061,40268847176.724266
2022-03-08 00:00:00 UTC,1.0000550864514064,79896920564.49644,53909005589.53851
2022-03-09 00:00:00 UTC,1.000162522523462,80070927071,51012477502.71424
2022-03-10 00:00:00 UTC,1.0001962064350902,80044018129.69551,54786660759.04603
2022-03-11 00:00:00 UTC,1.0009914733294065,80042053179.78703,54043624747.65513
2022-03-12 00:00:00 UTC,0.9995716448698407,80132712133.51192,47548003128.115746
2022-03-13 00:00:00 UTC,0.9999665056117946,80116438307.62099,29810718667.115242
2022-03-14 00:00:00 UTC,1.000709509729981,80129528500.24916,32010808554.124603
2022-03-15 00:00:00 UTC,0.9997050107093839,80072305020.48819,41243569480.33183
2022-03-16 00:00:00 UTC,1.0002701882169003,80062438312,41933112358.22615
2022-03-17 00:00:00 UTC,1.0008959695250852,80082861270.62189,58480673201.282265
2022-03-18 00:00:00 UTC,1.001182884815684,80158683653.48831,41525704846.59936
2022-03-19 00:00:00 UTC,1.0013238153741784,80532285250.16223,47704991187.76158
2022-03-20 00:00:00 UTC,1.0002337243292465,80740243739.43092,41718338151.79512
