snapped_at,price,market_cap,total_volume
2022-01-01 00:00:00 UTC,19.628848081937342,9194057554.954636,884102750.4259002
2022-01-02 00:00:00 UTC,20.575090207835967,9610528460.344795,651118902.6813313
2022-01-03 00:00:00 UTC,21.86140125189378,10211278702.98763,949593874.3678867
2022-01-04 00:00:00 UTC,23.625931182659464,11030890730.800802,1435339278.9984968
2022-01-05 00:00:00 UTC,23.71465044906858,11231834139.895174,1752321397.6336539
2022-01-06 00:00:00 UTC,25.554109913321952,11981504017.519564,3758897491.1607785
2022-01-07 00:00:00 UTC,25.381284961517824,11873010513.143797,2931373196.3378224
2022-01-08 00:00:00 UTC,26.078018132741683,12184956682.304718,3422348522.7390704
2022-01-09 00:00:00 UTC,25.543917582482937,12014973756.776304,2492340060.847532
2022-01-10 00:00:00 UTC,27.57901621049492,12872827684.996897,3027212402.659597
2022-01-11 00:00:00 UTC,27.918030064851187,13051210388.57866,3061370213.4457884
2022-01-12 00:00:00 UTC,26.78551731571388,12653058024.362785,2299438908.0783896
2022-01-13 00:00:00 UTC,26.838126375436712,12537118807.305424,1792683188.3211014
2022-01-14 00:00:00 UTC,24.882694441226658,11697861570.476576,1408989958.001229
2022-01-15 00:00:00 UTC,25.709264298994874,11991189095,1191484439.6794722
2022-01-16 00:00:00 UTC,25.271977261708358,11821593986.559273,904389438.4663529
2022-01-17 00:00:00 UTC,25.592170801132657,11986633887.131819,899005454.8943484
2022-01-18 00:00:00 UTC,23.88480742469206,11153490468.447813,852317733.6998858
2022-01-19 00:00:00 UTC,23.004307144196215,10755323175.94596,866714075.6369697
2022-01-20 00:00:00 UTC,21.663812159247712,10157488328.282034,907219034.0391047
2022-01-21 00:00:00 UTC,20.156202167085237,9486475312.756325,870444023.9257424
2022-01-22 00:00:00 UTC,17.49242668011383,8206010369.770907,1623808137.3622553
2022-01-23 00:00:00 UTC,15.884525664537422,7400645530.2043495,1785785829.2570024
2022-01-24 00:00:00 UTC,16.577912619930736,7742043504.625123,1193625264.9751594
2022-01-25 00:00:00 UTC,15.652307865609853,7330310399.488424,1501950863.5401788
2022-01-26 00:00:00 UTC,15.56720478120545,7269071889.261449,989538764.0455093
2022-01-27 00:00:00 UTC,15.302215370825202,7192192107.462391,1085255691.0000608
2022-01-28 00:00:00 UTC,15.203891065746795,7100362317.574137,916746882.6976943
2022-01-29 00:00:00 UTC,16.162258842497728,7528202735.836484,736180354.4828192
2022-01-30 00:00:00 UTC,16.246115080045428,7571684150.403143,557772568.7223939
2022-01-31 00:00:00 UTC,17.81368951779501,8299738686.954047,957572857.4759445
2022-02-01 00:00:00 UTC,17.28313768875988,8046817897.855607,980643276.2482613
2022-02-02 00:00:00 UTC,17.075999893491613,7973752587.552504,752400318.5776412
2022-02-03 00:00:00 UTC,15.873488090567418,7397241491.988441,609090072.6388437
2022-02-04 00:00:00 UTC,16.183203246633106,7549269966.1043825,636734231.1184239
2022-02-05 00:00:00 UTC,17.418703747101386,8081374936.228747,702301814.7077969
2022-02-06 00:00:00 UTC,17.83484698,8367868272.755834,672076633.0720253
2022-02-07 00:00:00 UTC,18.05717407570122,8437169615.438295,461333838.2
2022-02-08 00:00:00 UTC,18.903072022176747,8838771087.843937,859102645.0377814
2022-02-09 00:00:00 UTC,18.46930703560129,8644877331.892923,856268034.3692157
2022-02-10 00:00:00 UTC,18.67523517188772,8718595661,527735443.46184486
2022-02-11 00:00:00 UTC,17.516656733262707,8185174884.194653,707360254.3649881
2022-02-12 00:00:00 UTC,16.183965123191115,7547226351.305251,588116485.5652018
2022-02-13 00:00:00 UTC,15.95823199823631,7439659425.463473,506655118.40830976
2022-02-14 00:00:00 UTC,15.741487649065913,7362056436.519326,352139429.28976834
2022-02-15 00:00:00 UTC,15.946939559038773,7465298566.561485,469847599.4346459
2022-02-16 00:00:00 UTC,17.31100223079143,8113870238.872306,537901444.5764731
2022-02-17 00:00:00 UTC,17.23632762271675,8060040306.323434,482813256.11724174
2022-02-18 00:00:00 UTC,15.564404178606644,7281629695.4591465,570692959.2409154
2022-02-19 00:00:00 UTC,15.268412021416218,7136230701.066918,478195313.2
2022-02-20 00:00:00 UTC,15.560211179561579,7250004581.642615,373200092.27526516
2022-02-21 00:00:00 UTC,14.658828143048678,6886206719.195264,454247792.6801195
2022-02-22 00:00:00 UTC,13.54258148854086,6351385876.413828,685770418.8710103
2022-02-23 00:00:00 UTC,14.043109627465588,6554315535.400669,626714207.5697296
2022-02-24 00:00:00 UTC,13.428532613703792,6285293732.708944,542530010.5276945
2022-02-25 00:00:00 UTC,13.290399254045298,6198906907,1306607387.888384
2022-02-26 00:00:00 UTC,14.379154786057347,6709256849,706389027.3110378
2022-02-27 00:00:00 UTC,14.715067549179432,6823254587.858083,570789805.1781722
2022-02-28 00:00:00 UTC,13.666505108966833,6381330806.494901,581074831.2069026
2022-03-01 00:00:00 UTC,15.127567523370045,7057840955.542073,677330650.6103951
2022-03-02 00:00:00 UTC,15.358685194090727,7169270439.742472,704188986.3585844
2022-03-03 00:00:00 UTC,15.300326702892647,7152370714.520836,698036364.4
2022-03-04 00:00:00 UTC,14.915607418267955,6990403792.714448,502838936.35880995
2022-03-05 00:00:00 UTC,13.717258705549208,6410794428.167482,594165429.8831028
2022-03-06 00:00:00 UTC,14.016540441336083,6537559129,347600658.2864089
