crypto_id,price,market_cap,total_volume
1,20751.477530790766,395914576106.05786,17719011288
1,20282.542479269694,386606940573.39575,18161209601.432373
1,20108.529472889782,384067866465.5609,20744333507.35517
1,19608.397493423083,365984224323.45276,22816515394.911003
1,19407.447430262473,370916529918.7163,28756781114.699898
1,19268.227002666128,3.67707E+11,15601715000.679424
1,19310.233218521833,368549364135.05225,13976969844.332441
1,20257.012328592882,386425176262.77844,18634860046.37241
1,20188.779663973284,385301783065.72974,23623270105.54542
1,20566.68722,392479833070.6018,21755499642.28282
1,21660.596837075183,414055638573.8548,21927087503.433758
1,21858.818749217564,417690286504.50726,46645398900.96298
1,21589.628101459668,412459838738.2113,26211587451.783283
1,20859.81407965063,398249545888.6735,25037950754.003357
1,19998.467839575842,382000290322.39886,21319467248.801025
1,19350.73735007727,370191767290.5106,22074971578
1,20225.23866433186,385462566548.9708,28560004360.902916
1,20574.84059150044,393104346702.71136,28732413536.669937
1,20794.811981436706,397285233065.65533,46542248374.33238
1,21193.08334336837,404705642580.89075,42051101694.797554
1,20824.36275165164,397660610560.5498,29615794461.49923
1,22395.365383103952,425756736660.6174,58636734705.48306
1,23366.90769792785,445889013251.1064,57338223361.51413
1,23313.296731959555,446130012149.91077,40775718993.79776
1,23155.207555248304,442379611364.02734,63224249257.511284
1,22696.902754290055,433485926857.3929,40304373301.41499
1,22506.199573628986,429803379587.55133,42519262113
1,22613.719208248454,433819662321.5266,33108916659.05373
1,21330.295450788173,407480099599.8142,42667548128.932236
1,21235.612316085775,405692421501.52716,53995620035.18145
1,22908.884260468687,437193517021.8447,54498281944.45157
1,23822.067597823116,454806622614.75885,55609627981
1,23847.58331873861,459609388579.5554,41089335195.63975
1,23653.459549430798,451726702392.36206,62102072346.807785
1,23379.70052509082,447051019373.1847,31786729326.443203
1,23333.749243312184,445958949620.3002,44489771146.510735
1,23053.846847482677,440954684720.7478,35151096516.75639
1,22860.42098438317,437035641450.2815,41334593234.075066
1,22678.363633874185,432420621055.8012,23624874220.429745
1,23225.036201942938,443821669890.4801,27040190909.828075
1,22984.57953144855,439414782173.18774,14439694271.14074
1,23197.603469525384,442979379284.1196,14324042469.270954
1,23823.679442453606,455450642522.25543,27756736787.028625
1,23203.680696781623,443382534834.6949,29738069337.77638
1,23948.829553271633,457270455537.3291,32215976525.650154
1,23948.75170368143,458070674127.7904,33892871243.716595
1,24411.379871522615,466765701334.6809,25195193357.103275
1,24433.653747243658,467078368768.6749,22240559959.522095
1,24312.541424891562,464896345363.0234,21287616855.704494
1,24179.014652309197,462437221425.1544,33404812507.80541
1,23913.333725628458,456791042838.03827,24971300201.368164
1,23359.418837070007,447015816173.3428,29567403252.00121
1,23248.38422819264,444845955425.38696,20228208349.156567
1,20945.83397,400810425580.64777,35142410593.122185
1,21175.232732989512,404924875533.8922,23809679190.922188
1,21615.761693416986,413578924865.8514,20476237108.351532
1,21387.747114773963,408409110509.79584,28856912427.175735
1,21562.45153991356,412338357271.39594,29331102121.793316
1,21395.45846975991,409503007623.01685,26855905243.361156
1,21618.009019176647,413843488595.5175,26767966536.315014
1,20271.322951706014,387215087166.7839,34910727805.04114
1,20069.953331596196,383790676113.79205,24463219414.743473
1,19659.24670619362,376180531070.6233,19781826309.451183
1,20308.861447891457,389119405471.2333,28706315246.140064
1,19805.35069885804,3.79555E+11,30308993725.456158
1,20023.55444491251,383348414528.78253,27825786159.855602
1,20153.975977982507,385027707310.6654,25616737335.88055
1,19941.451370047158,381788074511.76855,24078042298.340073
1,19814.56425,379422449024.2574,20048153187.39969
1,19980.013222242276,382421043401.0045,21537524477.36904
1,19785.73350185514,378685143698.17633,23522961655.00036
1,18859.500087680277,361210437263.86273,39940310406.47586
1,19280.62547645678,369340091982.8708,30517907004.082462
1,19322.77774937157,369723445425.44885,28936941008.358917
1,21359.58252557909,408976281844.7646,42487059054.97593
1,21707.38731931814,415974687298.0947,35941349745.24438
1,21739.80437979554,416073628622.09485,31266252145.35619
1,22339.67050262336,427473787888.3761,44006486689.44507
1,20184.96749189655,386529657258.8565,46489890914.82466
1,20255.922978327133,387486232249.80023,35789015870.392235
1,19702.169889811717,377719382182.44714,33715957206.68328
1,19764.411712043777,377988702161.6817,30187737709.58007
1,20131.675305714027,385486747327.04944,23394494073.784782
1,19437.157867982634,372598380208.27094,28689764413.699097
1,19570.386709523507,374524246937.4287,39507938864.87854
1,18869.928809390534,361980678159.1343,33890591849.676514
1,18539.63523831258,355194467885.9514,41059997264.96848
1,19464.322663348466,372075639498.16974,37660914390
1,19291.904802452067,370913140447.51636,35506139423.901344
1,18939.970580499372,363168779956.3335,24644354421.61794
1,18809.41143933244,360256894978.40894,21516374222.675316
1,19219.727780656474,367613056759.2221,42560193944.41844
1,19116.331160710437,366383164263.7157,52482615483.86207
1,19444.787771362975,372892084645.0075,47494258189.70422
1,19563.765161776904,374830625219.6003,37537716230.48356
1,19476.92659600407,373222100680.7475,37848666330.67224
1,19314.463835217448,370204708063.3375,15943514602.722155
1,19065.153837148988,366195863790.6755,17859684587.64641
1,19620.567543591394,375767908259.0832,26634227151.925247
1,20345.398520106643,390177741507.47705,30974520027.944332
1,20161.830614985047,386368899196.38165,29366342083.101757
1,19949.051041418512,382505641462.15643,31354758329.142307
1,19457.308951251147,373170861484.13965,25445042398.337975
1,19418.037989243952,372391945609.07526,12996183216.30484
1,19448.14900175761,372264710552.3351,14404623229.04686
1,19142.694767392895,367207056773.2261,23743487600.53748
1,19058.628039738272,365118514776.26794,25102717820.99086
1,19153.039779986986,3.67302E+11,22339104401.384174
1,19383.94322,371647189087.47595,37194496437.923996
1,19198.107144951755,367584653730.75476,34806651159.13548
1,19072.780513358884,365870425566.52997,13103099352.405506
1,19272.921847772006,369552982160.53754,15683330320.159586
1,19557.895548868444,375052275829.7958,23713928577.519844
1,19348.029368810374,371196833238.99286,25848175158.687187
1,19134.242664465204,367085331987.69183,23047051893.294765
1,19031.15987195947,365098952754.63934,25712511231.935688
1,19173.28046885863,367999082249.1525,30297335038
1,19203.86547117714,368484939423.55475,13362526957.65784
1,19574.824231840797,375197423662.3941,19928822961.41621
1,19316.94062294213,370622833880.7626,28657172009
1,20095.152230674925,385476931983.84595,39846253138.59686
1,20774.247496426033,398674628646.93066,50667020407.51415
1,20278.36623205219,389238872375.6226,41829789298.17936
1,20591.241208098614,395201306734.5831,36165609165
1,20800.70708772471,399135164712.3964,32806216910.570454
1,20623.871497040946,3.95548E+11,24707906148.749344
1,20494.60120983709,393311097043.5727,37290619694.72375
1,20489.646203160763,393218202887.5868,32262771910.727066
1,20162.980904822525,387015867490.0914,44539856162.44828
1,20210.912417111318,387756249891.6283,36562782563.979164
1,21150.315583912397,405987599945.2726,33773463079.332672
1,21282.985109422694,408892506459.0742,31061573100.604958
1,20906.99792695512,401869336200.07385,50602704770.812515
1,20597.755017060834,395168506455.3059,91750982446.38734
1,18562.353215089643,356871594631.61395,92144963385
1,15742.444335961438,301963847693.52637,74978675390.59279
1,17594.923500278233,336597208099.6668,65200666543.364624
1,17080.215260565037,325921112619.09045,45030331310.74984
1,16797.98748257006,322330608513.1628,21893997140.860477
1,16344.342316001042,313605586517.2854,20411619109.007805
1,16645.828500283515,320598982524.9025,37539226046.106285
1,16890.52938386464,324608360619.00433,28676275679
1,16689.39673273771,320099234744.2721,26922027947.408913
1,16718.361228055077,321287480849.7667,22011291267.356167
1,16707.022778986535,320876918352.4405,20942172141.414623
1,16712.729525794817,321151208473.7581,10844466289.901127
1,16304.07685562355,313370674122.3842,15680401749.958439
1,15814.335280855257,303834128504.1595,31057277097.34788
1,16171.628978315088,311463297390.4882,25091849198.571053
1,16608.00998544357,319494112507.07404,26858079944.170044
1,16596.03575847268,318949911014.53784,20949512927.386944
1,16524.449007720887,317919884011.3825,18933018587.76629
1,16456.156062496684,3.16207E+11,18243019109.753235
1,16459.149543755877,316487666895.4407,16551822516.185429
1,16222.210728731225,3.11811E+11,24566056814.212288
1,16441.979978419113,316170903326.0224,24663035431.352062
1,17186.502572066118,330763402606.7043,30676053555.32337
1,16972.73406077455,326141917292.63745,23319572025.36399
1,17084.87334047068,328178365692.1309,20945433171.615204
1,16923.38287008033,326498242602.6305,16931408153.950111
1,17149.93175096291,329544949093.6664,18214353301.13762
1,16973.372577553495,326635737516.3175,23204017213.929634
1,17085.64314125141,328108161816.87274,21026126511.19885
1,16851.30346863184,324178677956.7833,21192130005.603653
1,17235.014157992136,331389860355.59094,22674029585.253864
1,17149.824203925327,329756788298.6587,23179829829.170135
1,17125.364927688952,329283186564.5152,14234368489.844261
1,17101.038019732932,328868814164.99066,15681124918.738192
1,17179.596038203494,330715694645.24335,21633829199.489113
1,17784.162894053265,342102502914.68976,28941242217.591747
1,17808.71617265881,342692750075.4062,27267536668.811485
1,17338.358126632633,333854506370.7365,22754686787.817104
1,16623.75782614431,318992400741.96515,22250411214.773224
1,16806.48559206152,323096167353.6004,15086383815.776106
1,16742.816663834055,322740705484.67255,11134054723.147482
1,16422.562273279298,316270478163.65466,17719672545
1,16899.331969046758,325120443529.51874,24938219697.886032
1,16816.85370118997,323127932459.19025,16062767787.358068
1,16824.790162441503,323519254392.6745,17847826941.681046
1,16791.45543916491,323013370317.24255,16765392449.950893
1,16848.568708323422,324072643385.91296,10169853734.117493
1,16842.177039905502,323868581953.1157,12574453968.75801
1,16900.081871938084,325036912914.6697,12574997282.039291
1,16701.840210667935,321351469136.8621,17436062122
1,16538.906094001977,318288869204.81464,19113614755.874695
1,16644.379087037905,320297298175.87695,15683731676.998154
1,16604.020520373393,319722045805.09534,17497327983.349342
1,16540.693624776803,318278329991.7019,12013247678.029587
1,16615.969318012816,319832024054.6308,9799252684.089952
1,16674.342536301097,321486454934.26776,13023861027.769472
1,16677.646185850346,321080820418.18396,15367167883.495031
1,16855.17474,324397588037.39484,20836560771.723633
1,16832.098988497855,324138957221.0557,14919039445.106901
1,16960.23206247515,326571439011.6566,19046576249.728558
1,16950.861521853905,326371741274.41095,9594456673.448975
1,17074.61539572674,328470896861.37854,11841041542.993702
1,17194.90932945318,331158152699.25574,25532751567.198166
1,17436.90232978116,335743942932.3494,21858206845.29233
1,17996.832553741606,345688973386.69006,25439279072.98185
1,18866.810330617045,363381125082.7658,48025109150.17737
1,19941.780543296303,382675302196.4898,39514419053.17687
1,21019.20661402266,405209898132.0056,49498711311.53301
1,20853.230569490253,401697403586.5178,23072133987.553684
1,21175.33773662521,407760358639.0028,34809391745.54498
1,21156.78393116713,407405144842.9396,33278841336.508595
1,20726.844969426445,399349603616.14526,40612056908.80891
1,21081.671022204326,406258441952.3726,29144534677.57505
1,22705.83367889906,436724993652.4275,41321936668.62795
1,22771.023287021784,438578588179.0604,44077026803.66082
1,22736.66142892971,438060367560.3554,34124364415.43915
1,22984.87497643721,442926343072.59235,36750647385.65293
1,22610.010598272846,435679436196.35767,35621897292.95152
1,23180.422697874263,446715261348.7517,42772537174.72366
1,23024.74618081709,444005849172.13904,37099702812.22777
1,23082.858382122955,444898315874.05536,36109035905.258965
1,23022.23299135344,443702765526.11646,19567219823.87809
1,23797.460894881242,4.58368E+11,38438621263.58117
1,22840.385858797104,439295730927.16473,38594596831.97205
1,23137.323554088376,445991168199.3282,32683643418.329483
1,23725.161796142238,4.57383E+11,37452064508.17389
1,23539.676770196525,453565018922.54517,44735297656.69828
1,23451.577650774634,452312595756.25696,41267040610.76361
1,23340.34958553934,4.50197E+11,21063097082.257824
1,22946.286578591233,442933975658.56586,26678691424.549904
1,22786.483006387727,438726385719.1618,33963650031.470352
1,23294.91365,449391195299.20337,38850594358.69947
1,22947.50782856846,442518382691.65485,34247782005.793324
1,21820.886508092775,420790678627.7739,51161546272.35185
1,21630.132979576298,417351358181.0193,42389972640.44812
1,21889.432080049624,422107650473.77954,23574706405.838543
1,21779.87440384417,420218240428.1313,25877166000.550278
1,21807.834274723064,420838871938.82733,36761909546.14395
1,22220.070997481067,428649056117.7321,45363697019.73754
1,24307.875101631602,468820317786.9533,44336284482.19016
1,23756.907281577434,459293697174.9459,48144978044.45546
1,24628.82455217312,475194230168.09973,54200707340.94142
1,24642.79087073843,475529620771.9494,24900444765.27695
1,24284.478003714703,470798520570.0436,33664683478.33256
1,24786.665940845705,478236525469.6496,38997046274.497246
1,24417.38703630947,470623925511.17865,41991954878
1,24146.101364545222,465998918250.2451,40336608135.49699
1,23951.11098423326,461042830140.0772,42356618035.349625
1,23172.286538018925,447316067422.04736,35081974267.07997
1,23157.038107459524,447030240435.99854,22999909593.10942
1,23541.115854493557,454284528651.50226,24469102669.371048
1,23518.12390627588,4.54365E+11,28832423816.478718
1,23155.543746825795,446010055987.85736,25534054046.06684
1,23634.333489123786,456417315966.7193,32507897259.084335
1,23464.33654185282,453067155320.8529,27432755758.440197
1,22367.43302246967,431727585101.1504,34239649135.070206
1,22348.32991538815,431837491811.49384,13392431931.930376
1,22421.885805853268,433081135066.3954,16080097920.160833
1,22415.113659694827,432758824798.3097,21124920006.057713
1,22217.209884905325,427994888566.54205,27780357943.162678
1,21712.65119391273,419694984165.3824,28493032424.783108
1,20376.320007428807,392841773384.4403,40173833477.660774
1,20195.22895,390202255053.33545,51593890225.48742
1,20521.55615175117,394742728281.98926,37746654239.61721
1,22095.71339833569,425816781283.92786,36639901908.82403
1,24178.95532797469,466509005562.78174,66799159801.958115
1,24758.765085827567,478406045309.6089,70714394276.37074
1,24470.88205445031,472833547484.0809,63107437928.81401
1,25161.272017520052,486375597562.7987,60688056874.81415
1,27466.677829829863,530038219067.3334,64617615617.80156
1,27107.792183504385,523262280970.14777,46473651090.578415
1,28186.842652360127,546680822196.2155,46394763656.038155
1,27929.167733140293,538935400013.3555,55315948514.426994
1,28264.23961052235,545917428270.10583,34430928756.27183
1,27449.254830807356,5.30515E+11,35394833933.50181
1,28459.735113552502,549578396178.6341,20360807194.56342
1,27595.49475,533634255119.3758,21551272690.413612
1,27670.199498496833,534960802333.31067,15053754845.31385
1,28048.46997853496,542675619058.77966,14450374261.063795
1,27182.299559950465,525230880103.13837,18519053231.63728
1,27291.35002,528042785008.98267,17658503318.910484
1,28394.997780199057,548808373530.0567,21097595427.489532
1,28041.123080088284,542369769760.28796,22702531379.35043
1,28516.784729688636,551707238559.8757,19112345639.962193
1,28498.94463304862,550949831049.3949,10085380788.870918
1,28236.508738939792,545181408318.2205,11682876586.814528
1,27815.42653124798,539350908801.9282,19711493345.476036
1,28175.33033421539,544313567953.4008,14871614372.831093
1,28197.20034124555,545409754928.52686,16507617903.813946
1,28042.98339,542601176317.4441,13079528995.139923
1,27934.43871284895,540432353743.3232,10141276803.893911
1,27968.12804705512,541094458101.44714,8844199146
1,28351.23699385011,548568597244.1978,11429030269.731691
1,29657.974136873556,574059578670.3654,17475381731.251884
1,30260.93610940865,585359301945.2595,18320296514.777645
1,29904.138694718906,578850627447.6105,18407698928.06657
1,30405.027312781145,587939018759.4221,16404033694.47376
1,30468.40870059078,5.89051E+11,20984067684.216217
1,30312.16187965924,586969785778.0928,11028264273.146706
1,30304.807514785844,586268225587.8677,11188035367.077023
1,29467.459829260344,569958059900.5195,16771824487.579357
1,30365.904167541412,587730212230.9563,18078539248.52104
1,28833.217501221105,558796473890.5958,24136616861.636356
1,28255.57824866478,546141074655.3764,21695904964.799046
1,27300.157128515566,528357279464.0127,20420333533.71415
1,27861.640663476548,539454716829.9368,11700230849.968126
1,27606.578347653143,533753154140.2553,11435645306.771605
1,27511.635682161308,532290845181.53394,16443099944.64734
1,28351.218248373007,548359667398.65234,17061823985.865345
1,28352.19132059668,548638734338.36755,30540034741.28477
1,29483.52170499186,570258039118.5771,26238597379.49954
1,29339.99499754935,568153896404.9741,18730801539.181553
1,29217.944046809913,565714356650.6621,9711415138.827158
1,29362.056213625394,568513467268.4124,14707008605
1,28125.501155636823,544421676291.20087,19980169281.008976
1,28654.390133326717,554886795897.9369,17699097406.188805
1,28988.320996249273,561312171794.5802,19944381490.560024
1,28846.461458608057,558634329303.2208,12676760580.080193
1,29520.322268970496,571520224182.8824,4971523631
1,28887.741045523366,559078681902.6073,6463808309.438925
1,28611.439197614574,554373015261.6681,10199066943.170338
1,27696.76078562556,5.36032E+11,21535578788.860283
1,27607.39168091902,535037100026.6903,8876813250.933558
1,27639.73356593586,534937464538.75824,17159331951.189877
1,27024.76572929978,523414877659.3074,7754296234.077171
1,26787.69039591833,518816444750.7709,9157286238.193073
1,26798.126271474703,520426027097.3362,8365379054.202115
1,26911.805273213893,521319019334.69617,6019488454.419681
1,27227.793422558792,527655229433.8867,14570026781.747086
1,27022.713173921147,523965691858.8659,12927093920.902998
1,27389.971511442203,530762551513.4872,12580626234.913448
1,26842.95249471792,520544913836.41003,12599487111.93878
1,26884.371059589947,521153640362.9618,11559136131.368769
1,27093.79110149735,525040003344.1629,3882362454.219783
1,26773.83024366478,519171380714.0945,8125825605.684245
1,26869.686021790778,520821915713.9187,8025716966.179398
1,27222.937746603853,527528695688.7587,11685763863.312372
1,26338.948946998687,510987979871.2201,17477200137.10873
1,26475.607902534273,513295724355.69904,11953749225.494001
1,26717.987553571777,517973731437.9403,10994037071.45216
1,26848.23993959246,520461980942.25433,6029471707.897409
1,28110.313467609285,544879177078.8053,13144599279.47902
1,27759.746663920676,538430950369.49817,13483205892.539595
1,27713.908547529507,537414074116.4985,12766436369.815956
1,27245.474465179723,528464394082.93866,10001106221.647074
1,26824.10149951678,520271910707.11273,12156086970.872988
1,27247.74008145703,528508990069.2122,15428145241.775957
1,27066.371328526235,525209390395.50604,6673279605.629511
1,27315.447587487684,529630092281.38684,6098045626.047618
1,25792.61609,500593893699.2183,21208433571.87331
1,27216.61556469773,527295592028.08093,22188018260.83246
1,26346.244545137633,510979921090.6337,14723854336.09437
1,26507.90989220298,514279355771.4992,10197924963.780262
1,26469.581684007026,513226142603.1213,10464066236.48124
1,25858.12289218562,501653860264.2029,9755626714.244692
1,25916.57989637981,502683000962.43024,10439993428.365507
1,25910.362742919464,502562686069.16986,9761691909
1,25872.20645879509,501752262681.7188,9921875985.888603
1,25107.754695880594,487262840554.6715,11982737579.702812
1,25564.599632887144,495788386559.10156,15184095954.029512
1,26327.32567,510906153487.60516,13604025863.641972
1,26501.044442233673,514331114457.8236,9533422254.890303
1,26333.092529664373,511384956032.88007,8589379740
1,26779.387461522838,519667661979.1768,6651894946.454161
1,28330.891419807507,549330089183.52325,19958565664.552258
1,30101.764819488686,5.8407E+11,23757254196.777027
1,29935.632106749556,581473706978.9268,19613389213.798763
1,30629.24435333575,594588611688.3142,22630955878.97284
1,30537.816664634793,592912110031.5245,11736119929.84371
