snapped_at,price,market_cap,total_volume
2022-01-01 00:00:00 UTC,2.5294645647442047,17486345321.449097,1473032170.9723058
2022-01-02 00:00:00 UTC,2.582126353212266,17670437193.96593,901565380.2468783
2022-01-03 00:00:00 UTC,2.547579080217119,17513860665.47364,845096219.0563002
2022-01-04 00:00:00 UTC,2.437713492913628,16781301036.701279,1039708966.398375
2022-01-05 00:00:00 UTC,2.373652898801285,16643210004.00178,1231006375.874175
2022-01-06 00:00:00 UTC,2.196618056481613,15200752173.53041,1565734158.8901517
2022-01-07 00:00:00 UTC,2.253219259099906,15527120821.467825,1673500245.569265
2022-01-08 00:00:00 UTC,2.058653014099287,14207797227.217371,1612782707.6406837
2022-01-09 00:00:00 UTC,1.9964066276296266,13787338576.403461,1142035788.9658968
2022-01-10 00:00:00 UTC,2.114208280765191,14473242834.638393,959913993.4007967
2022-01-11 00:00:00 UTC,2.0698081143475022,14227533630.094902,1313466331.7614405
2022-01-12 00:00:00 UTC,2.3516193176803104,16181726374.37895,1836928439.0101225
2022-01-13 00:00:00 UTC,2.390803296235098,16399883175.091465,1585527380.726668
2022-01-14 00:00:00 UTC,2.2705612212522355,15693210068.707209,1292660031.633004
2022-01-15 00:00:00 UTC,2.3389152867257454,16023458731.592707,1124945149.8734076
2022-01-16 00:00:00 UTC,2.3555691945992323,16187585365.916744,827109143.5144129
2022-01-17 00:00:00 UTC,2.3285010119363494,15979288472.268764,729386494.3
2022-01-18 00:00:00 UTC,2.2230085366430927,15269599831.496374,1393207153.4715939
2022-01-19 00:00:00 UTC,2.130911137,14682491878.281206,1259020744.1605184
2022-01-20 00:00:00 UTC,2.0387960807597203,14053534169.380182,1125646614.9631975
2022-01-21 00:00:00 UTC,1.9578367369556833,13539218262.712366,1174166290.5782857
2022-01-22 00:00:00 UTC,1.7011860374945913,11716106505.453814,2012752735.5415568
2022-01-23 00:00:00 UTC,1.5316010783701033,10517158351.665358,2097932010.1501844
2022-01-24 00:00:00 UTC,1.612003981052023,11018775903.04277,1224532373.447187
2022-01-25 00:00:00 UTC,1.5083902803519575,10392588966.698387,1858804226.505874
2022-01-26 00:00:00 UTC,1.567990135455952,10763083223.497686,1277296575.0278482
2022-01-27 00:00:00 UTC,1.592320278066891,10919351115.306147,1911424364.4765062
2022-01-28 00:00:00 UTC,1.5892774292907512,10904016051.517189,1367357228.9857078
