crypto_id,price_date,close_price_usd,market_cap_usd,volume_usd
1,2022-04-12,39603.96516,752681000000.00,30168665078
1,2022-04-13,40205.67794,764315000000.00,27804694935
1,2022-04-14,41205.16872,783561000000.00,25453869986
1,2022-04-15,39959.45707,759703000000.00,22744792147
1,2022-04-16,40586.59731,771667000000.00,22053774554
1,2022-04-17,40450.37931,770440000000.00,15777789210
1,2022-04-18,39739.11926,755627000000.00,16627779442
1,2022-04-19,40833.53797,776463000000.00,30617039400
1,2022-04-20,41498.12245,789142000000.00,22717772925
1,2022-04-21,41397.22048,787437000000.00,24937668255
1,2022-04-22,40528.54149,770787000000.00,32131220616
1,2022-04-23,39756.84899,756144000000.00,46022063019
1,2022-04-24,39561.78019,752414000000.00,15010797472
1,2022-04-25,39469.04986,752446000000.00,16778683768
1,2022-04-26,40488.87792,770112000000.00,32883645914
1,2022-04-27,38134.21545,725000000000.00,31053018153
1,2022-04-28,39237.94932,746000000000.00,28170490246
1,2022-04-29,39741.76665,756091000000.00,31484572271
1,2022-04-30,38650.55014,735830000000.00,27758348826
1,2022-05-01,37820.61177,719611000000.00,20955789685
1,2022-05-02,38537.65477,733295000000.00,24857664487
1,2022-05-03,38561.5654,733788000000.00,29825308569
1,2022-05-04,37758.49611,718542000000.00,23070122642
1,2022-05-05,39699.02404,755764000000.00,31748901527
1,2022-05-06,36612.22955,696000000000.00,37402043366
1,2022-05-07,36116.39429,687093000000.00,32223287014
1,2022-05-08,35573.3102,678702000000.00,19130720395
1,2022-05-09,34070.3122,648514000000.00,30810576502
1,2022-05-10,30269.58696,576198000000.00,58369928594
1,2022-05-11,31026.93387,590644000000.00,54071363210
1,2022-05-12,28913.48836,549294000000.00,65985702702
1,2022-05-13,29126.11598,555266000000.00,61338080284
1,2022-05-14,29310.72896,558053000000.00,71541696924
1,2022-05-15,30189.33318,574000000000.00,25759546764
1,2022-05-16,31319.30911,596346000000.00,22948123704
1,2022-05-17,29923.60699,569802000000.00,28418179221
1,2022-05-18,30502.19328,581273000000.00,24964703224
1,2022-05-19,28772.2005,547927000000.00,26219431165
1,2022-05-20,30382.40624,578678000000.00,29190056577
1,2022-05-21,29256.81337,557202000000.00,25980877920
1,2022-05-22,29491.50795,561696000000.00,13561006428
1,2022-05-23,30351.05042,578000000000.00,17199930155
1,2022-05-24,29163.16778,555000000000.00,26646754325
1,2022-05-25,29655.02613,564885000000.00,23486436837
1,2022-05-26,29584.94985,563577000000.00,23108764916
1,2022-05-27,29346.78144,559066000000.00,31972044692
1,2022-05-28,28646.65218,545753000000.00,31756305901
1,2022-05-29,29088.23645,554939000000.00,15406515373
1,2022-05-30,29492.50321,562000000000.00,14496111398
1,2022-05-31,31740.94073,604927000000.00,34891305295
1,2022-06-01,31865.74962,607393000000.00,29770567353
1,2022-06-02,29833.45033,569002000000.00,35553330792
1,2022-06-03,30481.014,580863000000.00,24232399986
1,2022-06-04,29714.14349,566276000000.00,21997859591
1,2022-06-05,29872.36031,568000000000.00,12911383482
1,2022-06-06,29917.76405,570210000000.00,13395229055
1,2022-06-07,31372.58476,597967000000.00,27644798123
1,2022-06-08,31265.46928,597206000000.00,36111325508
1,2022-06-09,30229.23684,576239000000.00,27080284929
1,2022-06-10,30101.18752,573820000000.00,18871591862
1,2022-06-11,29101.29826,554623000000.00,25663085729
1,2022-06-12,28374.145,540789000000.00,22518366770
1,2022-06-13,26767.26917,514202000000.00,29834061116
1,2022-06-14,22525.76835,429000000000.00,64852526179
1,2022-06-15,22244.84897,423044000000.00,47639470968
1,2022-06-16,22529.19811,429888000000.00,52027211447
1,2022-06-17,20408.69049,389182000000.00,27449277946
1,2022-06-18,20473.05288,391442000000.00,24232922585
1,2022-06-19,19047.41783,362304000000.00,38920632524
1,2022-06-20,20516.41198,390555000000.00,32488136326
1,2022-06-21,20636.75891,392793000000.00,28346447997
1,2022-06-22,20700.92393,395060000000.00,25340643363
1,2022-06-23,19983.56648,382000000000.00,24955466738
1,2022-06-24,21100.27053,402496000000.00,23655104387
1,2022-06-25,21262.71348,407086000000.00,21955656696
1,2022-06-26,21525.88036,410111000000.00,16152442749
1,2022-06-27,21052.8054,401646000000.00,15392697878
1,2022-06-28,20751.47753,395915000000.00,17719011288
1,2022-06-29,20282.54248,386607000000.00,18161209601
1,2022-06-30,20108.52947,384068000000.00,20744333507
1,2022-07-01,19608.39749,365984000000.00,22816515395
1,2022-07-02,19407.44743,370917000000.00,28756781115
1,2022-07-03,19268.227,368000000000.00,15601715001
1,2022-07-04,19310.23322,368549000000.00,13976969844
1,2022-07-05,20257.01233,386425000000.00,18634860046
1,2022-07-06,20188.77966,385302000000.00,23623270106
1,2022-07-07,20566.68722,392480000000.00,21755499642
1,2022-07-08,21660.59684,414056000000.00,21927087503
1,2022-07-09,21858.81875,417690000000.00,46645398901
1,2022-07-10,21589.6281,412460000000.00,26211587452
1,2022-07-11,20859.81408,398250000000.00,25037950754
1,2022-07-12,19998.46784,382000000000.00,21319467249
1,2022-07-13,19350.73735,370192000000.00,22074971578
1,2022-07-14,20225.23866,385463000000.00,28560004361
1,2022-07-15,20574.84059,393104000000.00,28732413537
1,2022-07-16,20794.81198,397285000000.00,46542248374
1,2022-07-17,21193.08334,404706000000.00,42051101695
1,2022-07-18,20824.36275,397661000000.00,29615794461
1,2022-07-19,22395.36538,425757000000.00,58636734705
1,2022-07-20,23366.9077,445889000000.00,57338223362
1,2022-07-21,23313.29673,446130000000.00,40775718994
1,2022-07-22,23155.20756,442380000000.00,63224249258
1,2022-07-23,22696.90275,433486000000.00,40304373301
1,2022-07-24,22506.19957,429803000000.00,42519262113
1,2022-07-25,22613.71921,433820000000.00,33108916659
1,2022-07-26,21330.29545,407480000000.00,42667548129
1,2022-07-27,21235.61232,405692000000.00,53995620035
1,2022-07-28,22908.88426,437194000000.00,54498281944
1,2022-07-29,23822.0676,454807000000.00,55609627981
1,2022-07-30,23847.58332,459609000000.00,41089335196
1,2022-07-31,23653.45955,451727000000.00,62102072347
1,2022-08-01,23379.70053,447051000000.00,31786729326
1,2022-08-02,23333.74924,445959000000.00,44489771147
1,2022-08-03,23053.84685,440955000000.00,35151096517
1,2022-08-04,22860.42098,437036000000.00,41334593234
1,2022-08-05,22678.36363,432421000000.00,23624874220
1,2022-08-06,23225.0362,443822000000.00,27040190910
1,2022-08-07,22984.57953,439415000000.00,14439694271
1,2022-08-08,23197.60347,442979000000.00,14324042469
1,2022-08-09,23823.67944,455451000000.00,27756736787
1,2022-08-10,23203.6807,443383000000.00,29738069338
1,2022-08-11,23948.82955,457270000000.00,32215976526
1,2022-08-12,23948.7517,458071000000.00,33892871244
1,2022-08-13,24411.37987,466766000000.00,25195193357
1,2022-08-14,24433.65375,467078000000.00,22240559960
1,2022-08-15,24312.54142,464896000000.00,21287616856
1,2022-08-16,24179.01465,462437000000.00,33404812508
1,2022-08-17,23913.33373,456791000000.00,24971300201
1,2022-08-18,23359.41884,447016000000.00,29567403252
1,2022-08-19,23248.38423,444846000000.00,20228208349
1,2022-08-20,20945.83397,400810000000.00,35142410593
1,2022-08-21,21175.23273,404925000000.00,23809679191
1,2022-08-22,21615.76169,413579000000.00,20476237108
1,2022-08-23,21387.74711,408409000000.00,28856912427
1,2022-08-24,21562.45154,412338000000.00,29331102122
1,2022-08-25,21395.45847,409503000000.00,26855905243
1,2022-08-26,21618.00902,413843000000.00,26767966536
1,2022-08-27,20271.32295,387215000000.00,34910727805
1,2022-08-28,20069.95333,383791000000.00,24463219415
1,2022-08-29,19659.24671,376181000000.00,19781826309
1,2022-08-30,20308.86145,389119000000.00,28706315246
1,2022-08-31,19805.3507,380000000000.00,30308993725
1,2022-09-01,20023.55444,383348000000.00,27825786160
1,2022-09-02,20153.97598,385028000000.00,25616737336
1,2022-09-03,19941.45137,381788000000.00,24078042298
1,2022-09-04,19814.56425,379422000000.00,20048153187
1,2022-09-05,19980.01322,382421000000.00,21537524477
1,2022-09-06,19785.7335,378685000000.00,23522961655
1,2022-09-07,18859.50009,361210000000.00,39940310406
1,2022-09-08,19280.62548,369340000000.00,30517907004
1,2022-09-09,19322.77775,369723000000.00,28936941008
1,2022-09-10,21359.58253,408976000000.00,42487059055
1,2022-09-11,21707.38732,415975000000.00,35941349745
1,2022-09-12,21739.80438,416074000000.00,31266252145
1,2022-09-13,22339.6705,427474000000.00,44006486689
1,2022-09-14,20184.96749,386530000000.00,46489890915
1,2022-09-15,20255.92298,387486000000.00,35789015870
1,2022-09-16,19702.16989,377719000000.00,33715957207
1,2022-09-17,19764.41171,377989000000.00,30187737710
1,2022-09-18,20131.67531,385487000000.00,23394494074
1,2022-09-19,19437.15787,372598000000.00,28689764414
1,2022-09-20,19570.38671,374524000000.00,39507938865
1,2022-09-21,18869.92881,361981000000.00,33890591850
1,2022-09-22,18539.63524,355194000000.00,41059997265
1,2022-09-23,19464.32266,372076000000.00,37660914390
1,2022-09-24,19291.9048,370913000000.00,35506139424
1,2022-09-25,18939.97058,363169000000.00,24644354422
1,2022-09-26,18809.41144,360257000000.00,21516374223
1,2022-09-27,19219.72778,367613000000.00,42560193944
1,2022-09-28,19116.33116,366383000000.00,52482615484
1,2022-09-29,19444.78777,372892000000.00,47494258190
1,2022-09-30,19563.76516,374831000000.00,37537716230
1,2022-10-01,19476.9266,373222000000.00,37848666331
1,2022-10-02,19314.46384,370205000000.00,15943514603
1,2022-10-03,19065.15384,366196000000.00,17859684588
1,2022-10-04,19620.56754,375768000000.00,26634227152
1,2022-10-05,20345.39852,390178000000.00,30974520028
1,2022-10-06,20161.83061,386369000000.00,29366342083
1,2022-10-07,19949.05104,382506000000.00,31354758329
1,2022-10-08,19457.30895,373171000000.00,25445042398
1,2022-10-09,19418.03799,372392000000.00,12996183216
1,2022-10-10,19448.149,372265000000.00,14404623229
1,2022-10-11,19142.69477,367207000000.00,23743487601
1,2022-10-12,19058.62804,365119000000.00,25102717821
1,2022-10-13,19153.03978,367000000000.00,22339104401
1,2022-10-14,19383.94322,371647000000.00,37194496438
1,2022-10-15,19198.10714,367585000000.00,34806651159
1,2022-10-16,19072.78051,365870000000.00,13103099352
1,2022-10-17,19272.92185,369553000000.00,15683330320
1,2022-10-18,19557.89555,375052000000.00,23713928578
1,2022-10-19,19348.02937,371197000000.00,25848175159
1,2022-10-20,19134.24266,367085000000.00,23047051893
1,2022-10-21,19031.15987,365099000000.00,25712511232
1,2022-10-22,19173.28047,367999000000.00,30297335038
1,2022-10-23,19203.86547,368485000000.00,13362526958
1,2022-10-24,19574.82423,375197000000.00,19928822961
1,2022-10-25,19316.94062,370623000000.00,28657172009
1,2022-10-26,20095.15223,385477000000.00,39846253139
1,2022-10-27,20774.2475,398675000000.00,50667020408
1,2022-10-28,20278.36623,389239000000.00,41829789298
1,2022-10-29,20591.24121,395201000000.00,36165609165
1,2022-10-30,20800.70709,399135000000.00,32806216911
1,2022-10-31,20623.8715,396000000000.00,24707906149
1,2022-11-01,20494.60121,393311000000.00,37290619695
1,2022-11-02,20489.6462,393218000000.00,32262771911
1,2022-11-03,20162.9809,387016000000.00,44539856162
1,2022-11-04,20210.91242,387756000000.00,36562782564
1,2022-11-05,21150.31558,405988000000.00,33773463079
1,2022-11-06,21282.98511,408893000000.00,31061573101
1,2022-11-07,20906.99793,401869000000.00,50602704771
1,2022-11-08,20597.75502,395169000000.00,91750982446
1,2022-11-09,18562.35322,356872000000.00,92144963385
1,2022-11-10,15742.44434,301964000000.00,74978675391
1,2022-11-11,17594.9235,336597000000.00,65200666543
1,2022-11-12,17080.21526,325921000000.00,45030331311
1,2022-11-13,16797.98748,322331000000.00,21893997141
1,2022-11-14,16344.34232,313606000000.00,20411619109
1,2022-11-15,16645.8285,320599000000.00,37539226046
1,2022-11-16,16890.52938,324608000000.00,28676275679
1,2022-11-17,16689.39673,320099000000.00,26922027947
1,2022-11-18,16718.36123,321287000000.00,22011291267
1,2022-11-19,16707.02278,320877000000.00,20942172141
1,2022-11-20,16712.72953,321151000000.00,10844466290
1,2022-11-21,16304.07686,313371000000.00,15680401750
1,2022-11-22,15814.33528,303834000000.00,31057277097
1,2022-11-23,16171.62898,311463000000.00,25091849199
1,2022-11-24,16608.00999,319494000000.00,26858079944
1,2022-11-25,16596.03576,318950000000.00,20949512927
1,2022-11-26,16524.44901,317920000000.00,18933018588
1,2022-11-27,16456.15606,316000000000.00,18243019110
1,2022-11-28,16459.14954,316488000000.00,16551822516
1,2022-11-29,16222.21073,312000000000.00,24566056814
1,2022-11-30,16441.97998,316171000000.00,24663035431
1,2022-12-01,17186.50257,330763000000.00,30676053555
1,2022-12-02,16972.73406,326142000000.00,23319572025
1,2022-12-03,17084.87334,328178000000.00,20945433172
1,2022-12-04,16923.38287,326498000000.00,16931408154
1,2022-12-05,17149.93175,329545000000.00,18214353301
1,2022-12-06,16973.37258,326636000000.00,23204017214
1,2022-12-07,17085.64314,328108000000.00,21026126511
1,2022-12-08,16851.30347,324179000000.00,21192130006
1,2022-12-09,17235.01416,331390000000.00,22674029585
1,2022-12-10,17149.8242,329757000000.00,23179829829
1,2022-12-11,17125.36493,329283000000.00,14234368490
1,2022-12-12,17101.03802,328869000000.00,15681124919
1,2022-12-13,17179.59604,330716000000.00,21633829199
1,2022-12-14,17784.16289,342103000000.00,28941242218
1,2022-12-15,17808.71617,342693000000.00,27267536669
1,2022-12-16,17338.35813,333855000000.00,22754686788
1,2022-12-17,16623.75783,318992000000.00,22250411215
1,2022-12-18,16806.48559,323096000000.00,15086383816
1,2022-12-19,16742.81666,322741000000.00,11134054723
1,2022-12-20,16422.56227,316270000000.00,17719672545
1,2022-12-21,16899.33197,325120000000.00,24938219698
1,2022-12-22,16816.8537,323128000000.00,16062767787
1,2022-12-23,16824.79016,323519000000.00,17847826942
1,2022-12-24,16791.45544,323013000000.00,16765392450
1,2022-12-25,16848.56871,324073000000.00,10169853734
1,2022-12-26,16842.17704,323869000000.00,12574453969
1,2022-12-27,16900.08187,325037000000.00,12574997282
1,2022-12-28,16701.84021,321351000000.00,17436062122
1,2022-12-29,16538.90609,318289000000.00,19113614756
1,2022-12-30,16644.37909,320297000000.00,15683731677
1,2022-12-31,16604.02052,319722000000.00,17497327983
1,2023-01-01,16540.69362,318278000000.00,12013247678
1,2023-01-02,16615.96932,319832000000.00,9799252684
1,2023-01-03,16674.34254,321486000000.00,13023861028
1,2023-01-04,16677.64619,321081000000.00,15367167883
1,2023-01-05,16855.17474,324398000000.00,20836560772
1,2023-01-06,16832.09899,324139000000.00,14919039445
1,2023-01-07,16960.23206,326571000000.00,19046576250
1,2023-01-08,16950.86152,326372000000.00,9594456673
1,2023-01-09,17074.6154,328471000000.00,11841041543
1,2023-01-10,17194.90933,331158000000.00,25532751567
1,2023-01-11,17436.90233,335744000000.00,21858206845
1,2023-01-12,17996.83255,345689000000.00,25439279073
1,2023-01-13,18866.81033,363381000000.00,48025109150
1,2023-01-14,19941.78054,382675000000.00,39514419053
1,2023-01-15,21019.20661,405210000000.00,49498711312
1,2023-01-16,20853.23057,401697000000.00,23072133988
1,2023-01-17,21175.33774,407760000000.00,34809391746
1,2023-01-18,21156.78393,407405000000.00,33278841337
1,2023-01-19,20726.84497,399350000000.00,40612056909
1,2023-01-20,21081.67102,406258000000.00,29144534678
1,2023-01-21,22705.83368,436725000000.00,41321936669
1,2023-01-22,22771.02329,438579000000.00,44077026804
1,2023-01-23,22736.66143,438060000000.00,34124364415
1,2023-01-24,22984.87498,442926000000.00,36750647386
1,2023-01-25,22610.0106,435679000000.00,35621897293
1,2023-01-26,23180.4227,446715000000.00,42772537175
1,2023-01-27,23024.74618,444006000000.00,37099702812
1,2023-01-28,23082.85838,444898000000.00,36109035905
1,2023-01-29,23022.23299,443703000000.00,19567219824
1,2023-01-30,23797.46089,458000000000.00,38438621264
1,2023-01-31,22840.38586,439296000000.00,38594596832
1,2023-02-01,23137.32355,445991000000.00,32683643418
1,2023-02-02,23725.1618,457000000000.00,37452064508
1,2023-02-03,23539.67677,453565000000.00,44735297657
1,2023-02-04,23451.57765,452313000000.00,41267040611
1,2023-02-05,23340.34959,450000000000.00,21063097082
1,2023-02-06,22946.28658,442934000000.00,26678691425
1,2023-02-07,22786.48301,438726000000.00,33963650031
1,2023-02-08,23294.91365,449391000000.00,38850594359
1,2023-02-09,22947.50783,442518000000.00,34247782006
1,2023-02-10,21820.88651,420791000000.00,51161546272
1,2023-02-11,21630.13298,417351000000.00,42389972640
1,2023-02-12,21889.43208,422108000000.00,23574706406
1,2023-02-13,21779.8744,420218000000.00,25877166001
1,2023-02-14,21807.83427,420839000000.00,36761909546
1,2023-02-15,22220.071,428649000000.00,45363697020
1,2023-02-16,24307.8751,468820000000.00,44336284482
1,2023-02-17,23756.90728,459294000000.00,48144978044
1,2023-02-18,24628.82455,475194000000.00,54200707341
1,2023-02-19,24642.79087,475530000000.00,24900444765
1,2023-02-20,24284.478,470799000000.00,33664683478
1,2023-02-21,24786.66594,478237000000.00,38997046274
1,2023-02-22,24417.38704,470624000000.00,41991954878
1,2023-02-23,24146.10136,465999000000.00,40336608135
1,2023-02-24,23951.11098,461043000000.00,42356618035
1,2023-02-25,23172.28654,447316000000.00,35081974267
1,2023-02-26,23157.03811,447030000000.00,22999909593
1,2023-02-27,23541.11585,454285000000.00,24469102669
1,2023-02-28,23518.12391,454000000000.00,28832423816
1,2023-03-01,23155.54375,446010000000.00,25534054046
1,2023-03-02,23634.33349,456417000000.00,32507897259
1,2023-03-03,23464.33654,453067000000.00,27432755758
1,2023-03-04,22367.43302,431728000000.00,34239649135
1,2023-03-05,22348.32992,431837000000.00,13392431932
1,2023-03-06,22421.88581,433081000000.00,16080097920
1,2023-03-07,22415.11366,432759000000.00,21124920006
1,2023-03-08,22217.20988,427995000000.00,27780357943
1,2023-03-09,21712.65119,419695000000.00,28493032425
1,2023-03-10,20376.32001,392842000000.00,40173833478
1,2023-03-11,20195.22895,390202000000.00,51593890225
1,2023-03-12,20521.55615,394743000000.00,37746654240
1,2023-03-13,22095.7134,425817000000.00,36639901909
1,2023-03-14,24178.95533,466509000000.00,66799159802
1,2023-03-15,24758.76509,478406000000.00,70714394276
1,2023-03-16,24470.88205,472834000000.00,63107437929
1,2023-03-17,25161.27202,486376000000.00,60688056875
1,2023-03-18,27466.67783,530038000000.00,64617615618
1,2023-03-19,27107.79218,523262000000.00,46473651091
1,2023-03-20,28186.84265,546681000000.00,46394763656
1,2023-03-21,27929.16773,538935000000.00,55315948514
1,2023-03-22,28264.23961,545917000000.00,34430928756
1,2023-03-23,27449.25483,531000000000.00,35394833934
1,2023-03-24,28459.73511,549578000000.00,20360807195
1,2023-03-25,27595.49475,533634000000.00,21551272690
1,2023-03-26,27670.1995,534961000000.00,15053754845
1,2023-03-27,28048.46998,542676000000.00,14450374261
1,2023-03-28,27182.29956,525231000000.00,18519053232
1,2023-03-29,27291.35002,528043000000.00,17658503319
1,2023-03-30,28394.99778,548808000000.00,21097595427
1,2023-03-31,28041.12308,542370000000.00,22702531379
1,2023-04-01,28516.78473,551707000000.00,19112345640
1,2023-04-02,28498.94463,550950000000.00,10085380789
1,2023-04-03,28236.50874,545181000000.00,11682876587
1,2023-04-04,27815.42653,539351000000.00,19711493345
1,2023-04-05,28175.33033,544314000000.00,14871614373
1,2023-04-06,28197.20034,545410000000.00,16507617904
1,2023-04-07,28042.98339,542601000000.00,13079528995
1,2023-04-08,27934.43871,540432000000.00,10141276804
1,2023-04-09,27968.12805,541094000000.00,8844199146
1,2023-04-10,28351.23699,548569000000.00,11429030270
1,2023-04-11,29657.97414,574060000000.00,17475381731
1,2023-04-12,30260.93611,585359000000.00,18320296515
1,2023-04-13,29904.13869,578851000000.00,18407698928
1,2023-04-14,30405.02731,587939000000.00,16404033694
1,2023-04-15,30468.4087,589000000000.00,20984067684
1,2023-04-16,30312.16188,586970000000.00,11028264273
1,2023-04-17,30304.80751,586268000000.00,11188035367
1,2023-04-18,29467.45983,569958000000.00,16771824488
1,2023-04-19,30365.90417,587730000000.00,18078539249
1,2023-04-20,28833.2175,558796000000.00,24136616862
1,2023-04-21,28255.57825,546141000000.00,21695904965
1,2023-04-22,27300.15713,528357000000.00,20420333534
1,2023-04-23,27861.64066,539455000000.00,11700230850
1,2023-04-24,27606.57835,533753000000.00,11435645307
1,2023-04-25,27511.63568,532291000000.00,16443099945
1,2023-04-26,28351.21825,548360000000.00,17061823986
1,2023-04-27,28352.19132,548639000000.00,30540034741
1,2023-04-28,29483.5217,570258000000.00,26238597379
1,2023-04-29,29339.995,568154000000.00,18730801539
1,2023-04-30,29217.94405,565714000000.00,9711415139
1,2023-05-01,29362.05621,568513000000.00,14707008605
1,2023-05-02,28125.50116,544422000000.00,19980169281
1,2023-05-03,28654.39013,554887000000.00,17699097406
1,2023-05-04,28988.321,561312000000.00,19944381491
1,2023-05-05,28846.46146,558634000000.00,12676760580
1,2023-05-06,29520.32227,571520000000.00,4971523631
1,2023-05-07,28887.74105,559079000000.00,6463808309
1,2023-05-08,28611.4392,554373000000.00,10199066943
1,2023-05-09,27696.76079,536000000000.00,21535578789
1,2023-05-10,27607.39168,535037000000.00,8876813251
1,2023-05-11,27639.73357,534937000000.00,17159331951
1,2023-05-12,27024.76573,523415000000.00,7754296234
1,2023-05-13,26787.6904,518816000000.00,9157286238
1,2023-05-14,26798.12627,520426000000.00,8365379054
1,2023-05-15,26911.80527,521319000000.00,6019488454
1,2023-05-16,27227.79342,527655000000.00,14570026782
1,2023-05-17,27022.71317,523966000000.00,12927093921
1,2023-05-18,27389.97151,530763000000.00,12580626235
1,2023-05-19,26842.95249,520545000000.00,12599487112
1,2023-05-20,26884.37106,521154000000.00,11559136131
1,2023-05-21,27093.7911,525040000000.00,3882362454
1,2023-05-22,26773.83024,519171000000.00,8125825606
1,2023-05-23,26869.68602,520822000000.00,8025716966
1,2023-05-24,27222.93775,527529000000.00,11685763863
1,2023-05-25,26338.94895,510988000000.00,17477200137
1,2023-05-26,26475.6079,513296000000.00,11953749225
1,2023-05-27,26717.98755,517974000000.00,10994037071
1,2023-05-28,26848.23994,520462000000.00,6029471708
1,2023-05-29,28110.31347,544879000000.00,13144599279
1,2023-05-30,27759.74666,538431000000.00,13483205893
1,2023-05-31,27713.90855,537414000000.00,12766436370
